C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_49_861.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_49_861.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_49_861.jpg,0,1,0,33.93031,169.7097,1.674125,120.2351
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_49_939.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_49_939.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_49_939.jpg,0,1,0,34.62456,169.0642,1.67392,121.2809
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_009.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_009.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_009.jpg,0,1,0,35.31335,168.4028,1.673693,122.3459
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_080.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_080.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_080.jpg,0,1,0,35.82624,167.8967,1.67352,123.1574
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_151.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_151.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_151.jpg,0,1,0,36.50526,167.2091,1.673293,124.2565
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_228.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_228.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_228.jpg,0,1,0,37.17881,166.5072,1.673067,125.3751
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_300.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_300.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_300.jpg,0,1,0,37.6804,165.9717,1.6729,126.227
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_380.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_380.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_380.jpg,-0.1,1,0,38.34108,165.2445,1.67267,127.3791
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_460.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_460.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_460.jpg,-0.3,1,0,38.94275,164.4866,1.67245,128.5381
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_528.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_528.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_528.jpg,-0.5000001,1,0,39.43603,163.6705,1.672251,129.6805
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_595.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_595.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_595.jpg,-0.3940611,1,0,39.81013,163.0058,1.672127,130.5114
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_671.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_671.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_671.jpg,-0.1654869,1,0,40.44969,162.0531,1.671976,131.5882
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_741.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_741.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_741.jpg,-0.0006365776,1,0,40.93114,161.2998,1.67185,132.381
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_817.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_817.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_817.jpg,0,1,0,41.56344,160.2572,1.671659,133.4284
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_893.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_893.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_893.jpg,0,1,0,42.19572,159.1759,1.671454,134.4688
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_50_963.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_50_963.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_50_963.jpg,0,1,0,42.66735,158.3421,1.671308,135.2466
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_043.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_043.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_043.jpg,0,1,0,43.29076,157.2032,1.671119,136.2829
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_119.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_119.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_119.jpg,0,1,0,43.90931,156.036,1.670936,137.321
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_189.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_189.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_189.jpg,0,1,0,44.52284,154.8431,1.670742,138.3633
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_258.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_258.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_258.jpg,0,1,0,44.97977,153.9328,1.670588,139.1488
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_333.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_333.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_333.jpg,0,1,0,45.58477,152.6993,1.670617,140.2024
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_405.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_405.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_405.jpg,-0.05,1,0,46.18449,151.4442,1.670878,141.2637
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_481.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_481.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_481.jpg,-0.2,1,0,46.60733,150.4844,1.671196,142.0589
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_558.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_558.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_558.jpg,-0.4033344,1,0,47.08212,149.164,1.671423,143.0937
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_625.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_625.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_625.jpg,-0.2003589,1,0,47.6022,147.7832,1.671916,144.0766
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_705.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_705.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_705.jpg,0,1,0,48.18886,146.3496,1.672455,145.0188
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_787.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_787.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_787.jpg,0,1,0,48.76312,144.8752,1.673093,145.9356
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_863.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_863.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_863.jpg,0,1,0,49.19422,143.7457,1.673275,146.6101
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_51_932.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_51_932.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_51_932.jpg,0,1,0,49.76588,142.2107,1.673138,147.4958
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_006.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_006.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_006.jpg,-0.2,1,0,50.31158,140.6417,1.672627,148.3618
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_076.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_076.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_076.jpg,-0.35,1,0,50.65638,139.4357,1.671921,148.9812
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_151.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_151.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_151.jpg,-0.2095161,1,0,51.13176,137.7805,1.670713,149.7416
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_230.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_230.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_230.jpg,0,1,0,51.68618,136.0761,1.669729,150.4375
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_316.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_316.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_316.jpg,0,1,0,52.23859,134.3328,1.669053,151.0883
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_405.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_405.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_405.jpg,0,1,0,52.92196,132.1065,1.668173,151.8518
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_471.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_471.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_471.jpg,0,1,0,53.32759,130.7483,1.667725,152.2886
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_545.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_545.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_545.jpg,0,1,0,53.86627,128.9135,1.667413,152.8517
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_616.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_616.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_616.jpg,-0.1,1,0,54.26029,127.5204,1.667367,153.2605
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_706.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_706.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_706.jpg,-0.0177393,1,0,54.9011,125.1629,1.667299,153.8998
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_775.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_775.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_775.jpg,0,1,0,55.2953,123.7289,1.667219,154.2643
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_865.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_865.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_865.jpg,0,1,0,55.94654,121.309,1.667069,154.8486
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_931.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_931.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_931.jpg,0,1,0,56.33419,119.8401,1.666941,155.1877
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_52_998.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_52_998.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_52_998.jpg,0,1,0,56.71938,118.3591,1.666808,155.5201
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_071.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_071.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_071.jpg,-0.05,1,0,57.22831,116.3659,1.666631,155.9543
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_143.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_143.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_143.jpg,-0.2,1,0,57.58248,114.8563,1.666502,156.2658
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_212.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_212.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_212.jpg,-0.3488409,1,0,57.96286,112.8205,1.666345,156.6291
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_302.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_302.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_302.jpg,-0.07866086,1,0,58.42562,110.7566,1.666213,156.9088
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_370.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_370.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_370.jpg,0,1,0,58.92241,108.667,1.666101,157.1231
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_454.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_454.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_454.jpg,0,1,0,59.41503,106.555,1.665949,157.2858
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_525.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_525.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_525.jpg,0.1,1,0,59.90007,104.4227,1.665781,157.4068
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_608.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_608.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_608.jpg,0.1866177,1,0,60.1146,102.2767,1.665623,157.5173
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_679.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_679.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_679.jpg,0,1,0,60.12556,100.6664,1.665546,157.606
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_764.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_764.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_764.jpg,0,1,0,60.12632,97.98266,1.665581,157.7542
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_849.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_849.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_849.jpg,-0.05,1,0,60.12421,95.83564,1.665552,157.8731
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_53_936.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_53_936.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_53_936.jpg,-0.25,1,0,60.10372,93.68822,1.66553,157.9749
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_005.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_005.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_005.jpg,-0.2492355,1,0,60.1073,91.53944,1.66552,158.0168
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_073.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_073.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_073.jpg,-0.04529072,1,0,60.12689,89.9269,1.665518,158.0003
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_146.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_146.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_146.jpg,0,1,0,60.12661,87.77774,1.665516,157.9312
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_232.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_232.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_232.jpg,0,1,0,60.12673,85.63043,1.665511,157.8178
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_302.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_302.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_302.jpg,0,1,0,60.12639,84.02144,1.665522,157.7081
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_372.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_372.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_372.jpg,0,1,0,60.12697,81.8782,1.66554,157.534
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_460.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_460.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_460.jpg,0,1,0,60.12652,79.7373,1.665555,157.333
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_551.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_551.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_551.jpg,-0.25,1,0,60.10442,77.06672,1.66555,157.0333
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_635.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_635.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_635.jpg,-0.01889791,1,0,60.12655,74.93877,1.665541,156.7262
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_723.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_723.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_723.jpg,0,1,0,60.12671,72.81775,1.665533,156.3726
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_805.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_805.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_805.jpg,0,1,0,60.12602,70.17544,1.666036,155.8798
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_890.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_890.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_890.jpg,0,1,0,60.12793,68.06793,1.666536,155.4529
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_54_974.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_54_974.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_54_974.jpg,0,1,0,60.12652,65.96526,1.666946,155.003
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_055.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_055.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_055.jpg,0,1,0,60.12684,63.86665,1.667011,154.5342
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_124.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_124.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_124.jpg,0,1,0,60.12644,61.77158,1.667204,154.0499
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_205.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_205.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_205.jpg,0,1,0,60.12638,59.67946,1.667579,153.5531
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_290.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_290.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_290.jpg,0,1,0,60.12641,57.58981,1.668089,153.0459
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_367.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_367.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_367.jpg,0,1,0,60.12642,55.5022,1.668691,152.5304
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_449.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_449.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_449.jpg,-0.2,1,0,60.1128,53.41897,1.669027,151.9986
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_531.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_531.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_531.jpg,-0.1429551,1,0,60.11915,51.3492,1.668989,151.4181
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_610.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_610.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_610.jpg,0,1,0,60.12733,49.29305,1.668715,150.7888
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_689.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_689.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_689.jpg,0,1,0,60.1266,47.24792,1.668846,150.1245
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_766.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_766.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_766.jpg,0,1,0,60.12636,45.21249,1.669438,149.4311
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_848.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_848.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_848.jpg,0,1,0,60.12627,43.18545,1.67036,148.7135
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_918.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_918.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_918.jpg,0,1,0,60.12624,41.66994,1.671201,148.162
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_55_990.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_55_990.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_55_990.jpg,0,1,0,60.12622,39.65475,1.672463,147.4118
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_56_066.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_56_066.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_56_066.jpg,0,1,0,60.1269,37.6449,1.673349,146.6474
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_56_150.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_56_150.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_56_150.jpg,0,1,0,60.12691,35.63949,1.673715,145.8715
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_56_228.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_56_228.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_56_228.jpg,0,1,0,60.12695,33.63774,1.67372,145.086
C:\Users\apnat\Desktop\IMG\center_2022_11_16_17_51_56_308.jpg,C:\Users\apnat\Desktop\IMG\left_2022_11_16_17_51_56_308.jpg,C:\Users\apnat\Desktop\IMG\right_2022_11_16_17_51_56_308.jpg,0,1,0,60.12657,31.63906,1.673834,144.2928
